net,length_um
_17296_,8.86
_17341_,8.86
_17653_,8.86
_17792_,8.86
_18958_,8.86
_19080_,8.86
net2287,8.86
_06484_,8.84
_14457_,8.84
_15710_,8.84
_17314_,8.84
net3153,8.84
net3404,8.84
net3458,8.84
net3481,8.84
net3649,8.84
net4018,8.84
net4151,8.84
net4603,8.84
net1696,8.825
net1976,8.825
net2672,8.825
_01747_,8.82
_02831_,8.82
_06019_,8.82
_07399_,8.82
_11598_,8.82
_14126_,8.82
_14560_,8.82
_15769_,8.82
core.data_in\[476\],8.82
core.data_out\[258\],8.82
net234,8.82
net4489,8.82
net2279,8.815
_00621_,8.8
_01065_,8.8
_02162_,8.8
_08693_,8.8
_09102_,8.8
_11171_,8.8
_11379_,8.8
_14699_,8.8
_15330_,8.8
_18512_,8.8
_18861_,8.8
net3936,8.8
_07608_,8.79
_00237_,8.785
_00238_,8.785
_05495_,8.78
_08522_,8.78
_11189_,8.78
_11645_,8.78
_15139_,8.78
_15625_,8.78
_15869_,8.78
_16481_,8.78
_17142_,8.78
net305,8.78
net816,8.78
_15502_,8.775
_01193_,8.765
_02053_,8.765
_14322_,8.765
net837,8.765
net1047,8.765
net1116,8.765
net1470,8.765
net1681,8.765
net2137,8.765
net2277,8.765
net2491,8.765
net2599,8.765
net3212,8.765
net3614,8.765
net3635,8.765
net3656,8.765
_11183_,8.76
_00241_,8.745
_03509_,8.745
net2802,8.745
_03300_,8.74
_04764_,8.74
_05001_,8.74
_05063_,8.74
_05564_,8.74
_05582_,8.74
_07607_,8.74
_17165_,8.74
net2237,8.74
net2887,8.74
net3136,8.74
net3636,8.74
net3725,8.74
net3730,8.74
net3774,8.74
net4298,8.74
_17545_,8.735
_00673_,8.725
_01795_,8.725
_02663_,8.725
_00536_,8.72
_02005_,8.72
_08580_,8.72
_12772_,8.72
_19026_,8.72
net1824,8.72
net3126,8.72
net3470,8.72
net3960,8.72
net4328,8.72
_00112_,8.7
_01969_,8.7
_07952_,8.7
_08156_,8.7
_08174_,8.7
_09029_,8.7
_11103_,8.7
_15807_,8.7
_17259_,8.7
_18002_,8.7
_19525_,8.7
net4627,8.7
net4655,8.7
_15575_,8.69
_00322_,8.685
_00864_,8.685
_01312_,8.685
_01954_,8.685
_05911_,8.68
_09842_,8.68
_11247_,8.68
_12309_,8.68
write_data[14],8.68
write_data[29],8.68
net4559,8.68
_03725_,8.675
_07379_,8.67
_15522_,8.67
_00856_,8.665
_00978_,8.665
_00994_,8.665
_01021_,8.665
_01108_,8.665
_01125_,8.665
_01175_,8.665
_01220_,8.665
_01344_,8.665
_02929_,8.665
_03464_,8.665
_01551_,8.66
_03804_,8.66
_04256_,8.66
_04492_,8.66
_05662_,8.66
_07231_,8.66
_08647_,8.66
_10164_,8.66
_10183_,8.66
_14231_,8.66
_14321_,8.66
_15323_,8.66
_15586_,8.66
_16345_,8.66
_18647_,8.66
core.state9_reg\[5\],8.66
_01355_,8.655
_01682_,8.645
_02024_,8.645
_03442_,8.645
net374,8.645
net1087,8.645
net1506,8.645
net2153,8.645
net3132,8.645
net3533,8.645
_08631_,8.64
_09976_,8.64
core.data_in\[96\],8.64
_00679_,8.625
_07371_,8.62
_08490_,8.62
_11471_,8.62
_12529_,8.62
_13866_,8.62
_14289_,8.62
_14845_,8.62
_15647_,8.62
_16697_,8.62
net3530,8.62
net4398,8.62
net4462,8.62
_01841_,8.605
net684,8.605
net1366,8.605
net1599,8.605
net2094,8.605
_01381_,8.6
_01703_,8.6
_01955_,8.6
_02507_,8.6
_02753_,8.6
_02824_,8.6
_03123_,8.6
_03492_,8.6
_03559_,8.6
_04147_,8.6
_04366_,8.6
_04395_,8.6
_04697_,8.6
_04967_,8.6
_05547_,8.6
_05831_,8.6
_06136_,8.6
_06356_,8.6
_06634_,8.6
_06761_,8.6
_07913_,8.6
_08182_,8.6
_08292_,8.6
_08310_,8.6
_13236_,8.6
_14599_,8.6
_15482_,8.6
_16597_,8.6
_16994_,8.6
_17966_,8.6
_17991_,8.6
_18019_,8.6
_18302_,8.6
_18367_,8.6
_19779_,8.6
core.data_in\[113\],8.6
core.data_in\[214\],8.6
core.data_in\[40\],8.6
core.data_in_reg\[82\],8.6
core.data_out\[131\],8.6
core.data_out\[234\],8.6
core.data_out\[363\],8.6
core.state8_reg\[31\],8.6
net1294,8.6
net2226,8.6
net3563,8.6
net4396,8.6
_02837_,8.58
_07040_,8.58
_08449_,8.58
_10295_,8.58
_10428_,8.58
_14962_,8.58
_15306_,8.58
_15685_,8.58
_16018_,8.58
_16348_,8.58
_16972_,8.58
_17513_,8.58
_17583_,8.58
core.data_out\[121\],8.58
net4854,8.58
_00132_,8.565
_00145_,8.565
_00341_,8.565
_00424_,8.565
_02793_,8.565
_02863_,8.565
net2612,8.565
_02195_,8.56
_02282_,8.56
_02772_,8.56
_02798_,8.56
_03014_,8.56
_03054_,8.56
_03274_,8.56
_03405_,8.56
_03439_,8.56
_03495_,8.56
_03536_,8.56
_03612_,8.56
_03930_,8.56
_03956_,8.56
_04743_,8.56
_04868_,8.56
_05115_,8.56
_05229_,8.56
_05592_,8.56
_06895_,8.56
_08149_,8.56
_11131_,8.56
_13080_,8.56
_13187_,8.56
_13447_,8.56
_14519_,8.56
_15290_,8.56
_16028_,8.56
_16343_,8.56
_16346_,8.56
_16459_,8.56
_16693_,8.56
_16698_,8.56
_16841_,8.56
_17018_,8.56
_17464_,8.56
_17938_,8.56
_18395_,8.56
_19308_,8.56
core.data_out\[97\],8.56
net3326,8.56
_14278_,8.55
_01977_,8.545
_02038_,8.545
_14399_,8.54
_00039_,8.525
_00620_,8.525
_00777_,8.525
_01259_,8.525
_02132_,8.525
_03508_,8.525
net817,8.525
net845,8.525
net1134,8.525
net1238,8.525
net1466,8.525
net2436,8.525
net2756,8.525
_00074_,8.52
_04084_,8.52
_04086_,8.52
_04491_,8.52
_04504_,8.52
_05376_,8.52
_05790_,8.52
_06049_,8.52
_06472_,8.52
_06502_,8.52
_06764_,8.52
_06795_,8.52
_09825_,8.52
_12413_,8.52
_12458_,8.52
_13025_,8.52
_13602_,8.52
_15435_,8.52
_15987_,8.52
_16108_,8.52
_17201_,8.52
_17345_,8.52
_17366_,8.52
_17531_,8.52
_17590_,8.52
_17669_,8.52
_18000_,8.52
_18961_,8.52
_19169_,8.52
_19266_,8.52
_19499_,8.52
_19707_,8.52
_19826_,8.52
_19927_,8.52
core.data_in\[301\],8.52
core.data_in_reg\[332\],8.52
_11119_,8.51
_00202_,8.505
_00751_,8.505
_00490_,8.5
_01933_,8.5
_02233_,8.5
_02596_,8.5
_02652_,8.5
_02662_,8.5
_02763_,8.5
_08300_,8.5
_12828_,8.5
_13108_,8.5
_14173_,8.5
_17204_,8.5
_03329_,8.485
net937,8.485
net1518,8.485
net2696,8.485
net2796,8.485
_01540_,8.48
_01640_,8.48
_03057_,8.48
_04486_,8.48
_04684_,8.48
_04836_,8.48
_04842_,8.48
_05105_,8.48
_05285_,8.48
_05646_,8.48
_07709_,8.48
_08024_,8.48
_09050_,8.48
_09228_,8.48
_09891_,8.48
_10149_,8.48
_10558_,8.48
_11224_,8.48
_11509_,8.48
_13063_,8.48
_14775_,8.48
_14802_,8.48
_14875_,8.48
_14889_,8.48
_14959_,8.48
_16024_,8.48
_16258_,8.48
_16717_,8.48
_17688_,8.48
_17807_,8.48
_17957_,8.48
_18291_,8.48
_19165_,8.48
_19472_,8.48
_19570_,8.48
core.data_out\[379\],8.48
core.data_out\[464\],8.48
core.state1_reg\[25\],8.48
core.state8_reg\[5\],8.48
net268,8.48
net970,8.48
net1004,8.48
net1761,8.48
net2241,8.48
net2458,8.48
net2626,8.48
net3213,8.48
net3438,8.48
net3699,8.48
net4108,8.48
net4333,8.48
net4337,8.48
net4369,8.48
net4596,8.48
net4829,8.48
_00569_,8.465
_05096_,8.46
_06897_,8.46
_08118_,8.46
_08239_,8.46
_14507_,8.46
_14581_,8.46
_14960_,8.46
_15270_,8.46
_15619_,8.46
_17832_,8.46
_18160_,8.46
core.state10_reg\[1\],8.46
_05763_,8.455
_01534_,8.44
_01603_,8.44
_02221_,8.44
_03555_,8.44
_03698_,8.44
_03713_,8.44
_04552_,8.44
_04588_,8.44
_04628_,8.44
_04771_,8.44
_04823_,8.44
_04857_,8.44
_05450_,8.44
_05781_,8.44
_05801_,8.44
_05821_,8.44
_06052_,8.44
_06665_,8.44
_06925_,8.44
_07797_,8.44
_07814_,8.44
_08604_,8.44
_08732_,8.44
_10002_,8.44
_10805_,8.44
_12105_,8.44
_12467_,8.44
_13202_,8.44
_13217_,8.44
_13985_,8.44
_14232_,8.44
_14268_,8.44
_14405_,8.44
_14857_,8.44
_15765_,8.44
_15887_,8.44
_15932_,8.44
_16041_,8.44
_16133_,8.44
_16571_,8.44
_16671_,8.44
_16795_,8.44
_16909_,8.44
_17698_,8.44
_17901_,8.44
_18094_,8.44
_19684_,8.44
_19816_,8.44
core.data_in\[150\],8.44
core.data_out\[124\],8.44
core.data_out\[357\],8.44
core.data_out\[461\],8.44
core.data_out\[95\],8.44
net3080,8.44
net3891,8.44
net4180,8.44
net4220,8.44
net4262,8.44
net4453,8.44
net4509,8.44
net4684,8.44
_09640_,8.42
_11511_,8.42
_11593_,8.42
core.qr2.y0\[10\],8.415
_00220_,8.405
_00885_,8.405
_02065_,8.405
net229,8.405
net809,8.405
net1005,8.405
net1104,8.405
net1423,8.405
net2061,8.405
net2955,8.405
net2967,8.405
net4035,8.405
_02216_,8.4
_02920_,8.4
_03680_,8.4
_04972_,8.4
_05533_,8.4
_05594_,8.4
_05774_,8.4
_05794_,8.4
_06098_,8.4
_06759_,8.4
_06845_,8.4
_12392_,8.4
_12435_,8.4
_14120_,8.4
_14541_,8.4
_14911_,8.4
_15957_,8.4
_16068_,8.4
_16229_,8.4
_16515_,8.4
_16652_,8.4
_17290_,8.4
_17927_,8.4
_17945_,8.4
_00626_,8.395
_00087_,8.38
_00270_,8.38
_14422_,8.38
_16855_,8.38
net2754,8.38
net3605,8.38
net4823,8.38
_09170_,8.37
_00231_,8.365
_00256_,8.365
_00504_,8.365
_00952_,8.365
net1446,8.365
net2129,8.365
_03478_,8.36
_03613_,8.36
_04309_,8.36
_04383_,8.36
_05804_,8.36
_08275_,8.36
_08781_,8.36
_09708_,8.36
_11102_,8.36
_12504_,8.36
_13306_,8.36
_14252_,8.36
_14309_,8.36
_15005_,8.36
_15268_,8.36
_15732_,8.36
_16372_,8.36
_18610_,8.36
net3100,8.36
_00377_,8.34
_00474_,8.34
_00824_,8.34
_01213_,8.34
_07011_,8.34
_08974_,8.34
_09954_,8.34
_13601_,8.34
_14236_,8.34
_15027_,8.34
_15868_,8.34
net3595,8.34
net3633,8.34
net3663,8.34
net4149,8.34
net4219,8.34
_00095_,8.325
_00134_,8.325
_00163_,8.325
_00753_,8.325
_01760_,8.325
_01895_,8.325
_03109_,8.325
_03505_,8.32
_04860_,8.32
_05039_,8.32
_05231_,8.32
_05488_,8.32
_07557_,8.32
_10121_,8.32
_11275_,8.32
_15255_,8.32
_19369_,8.32
core.state14_reg\[31\],8.32
net1408,8.32
net1896,8.32
net3174,8.32
net4621,8.32
net1436,8.315
_00936_,8.305
net384,8.305
net386,8.305
net456,8.305
net560,8.305
net813,8.305
net905,8.305
net971,8.305
net1576,8.305
net1687,8.305
net1729,8.305
net1819,8.305
net1828,8.305
net1974,8.305
net1984,8.305
net2309,8.305
net2608,8.305
net3006,8.305
net3284,8.305
net3625,8.305
_05844_,8.3
_06215_,8.3
_06595_,8.3
core.block1_ctr_reg\[10\],8.3
_00650_,8.28
_01383_,8.28
_01417_,8.28
_01436_,8.28
_02764_,8.28
_03003_,8.28
_03595_,8.28
_03732_,8.28
_04253_,8.28
_05012_,8.28
_05198_,8.28
_05566_,8.28
_07001_,8.28
_09191_,8.28
_11380_,8.28
_14362_,8.28
_15153_,8.28
_16471_,8.28
_17580_,8.28
_17942_,8.28
_19215_,8.28
net3721,8.28
net3807,8.28
net3847,8.28
net3862,8.28
net3941,8.28
net4637,8.28
_01430_,8.27
_01134_,8.265
_01149_,8.265
_03265_,8.265
_03269_,8.265
net1671,8.265
net1722,8.265
net1899,8.265
net2149,8.265
net2729,8.265
_00108_,8.26
_00374_,8.26
_04747_,8.26
_06329_,8.26
_11893_,8.26
_12211_,8.26
_17853_,8.26
_13319_,8.255
_17951_,8.255
_10168_,8.25
_03326_,8.24
_03443_,8.24
_08925_,8.24
_09722_,8.24
_10571_,8.24
_10931_,8.24
_15103_,8.24
_16309_,8.24
_19672_,8.24
net3554,8.24
_00406_,8.225
_02417_,8.225
_11478_,8.22
_12277_,8.22
_14580_,8.22
_15544_,8.22
core.state15_reg\[31\],8.22
net4065,8.22
_00155_,8.205
_00376_,8.205
_00513_,8.205
_00660_,8.205
_00720_,8.205
_00972_,8.205
_01014_,8.205
_01095_,8.205
_01110_,8.205
_01689_,8.205
_01772_,8.205
_01948_,8.205
_01958_,8.205
_02019_,8.205
_02081_,8.205
_03647_,8.205
_03597_,8.2
_04158_,8.2
_04334_,8.2
_05904_,8.2
_09730_,8.2
_11523_,8.2
_12419_,8.2
_14019_,8.2
_14233_,8.2
_15094_,8.2
_16323_,8.2
_17702_,8.2
_19129_,8.2
_19715_,8.2
net2966,8.2
_00481_,8.195
_01737_,8.185
_01938_,8.185
_02022_,8.185
net300,8.185
net634,8.185
net887,8.185
net1031,8.185
net1663,8.185
net1701,8.185
net2243,8.185
net3029,8.185
_09990_,8.18
_15572_,8.18
net2785,8.18
_01706_,8.165
_03303_,8.165
_01552_,8.16
_03362_,8.16
_03425_,8.16
_03806_,8.16
_04416_,8.16
_09668_,8.16
_10342_,8.16
_11232_,8.16
_12022_,8.16
_12281_,8.16
_12559_,8.16
_13448_,8.16
_14674_,8.16
core.data_in\[446\],8.16
core.data_in\[45\],8.16
net91,8.16
net1123,8.16
net1437,8.16
net2160,8.16
net2527,8.16
net2677,8.16
net3713,8.16
_01137_,8.155
_01782_,8.155
_01036_,8.145
_01913_,8.145
_01939_,8.145
net2008,8.145
net2182,8.145
_01411_,8.14
_01553_,8.14
_01600_,8.14
_01667_,8.14
_01668_,8.14
_02569_,8.14
_02660_,8.14
_02707_,8.14
_02821_,8.14
_03043_,8.14
_03195_,8.14
_03489_,8.14
_03513_,8.14
_03549_,8.14
_03671_,8.14
_04099_,8.14
_04328_,8.14
_04414_,8.14
_04460_,8.14
_04650_,8.14
_04837_,8.14
_05085_,8.14
_05177_,8.14
_05182_,8.14
_06003_,8.14
_06009_,8.14
_06765_,8.14
_06835_,8.14
_07005_,8.14
_07430_,8.14
_08261_,8.14
_09179_,8.14
_09256_,8.14
_11822_,8.14
_12862_,8.14
_13409_,8.14
_13827_,8.14
_14189_,8.14
_14227_,8.14
_14382_,8.14
_14645_,8.14
_15278_,8.14
_15665_,8.14
_16037_,8.14
_16249_,8.14
_16550_,8.14
_16721_,8.14
_17382_,8.14
_17396_,8.14
_17980_,8.14
_18478_,8.14
_18805_,8.14
_19844_,8.14
core.block0_ctr_reg\[5\],8.14
core.data_in\[211\],8.14
core.data_out\[260\],8.14
core.data_out\[402\],8.14
core.data_out\[469\],8.14
net302,8.14
net2177,8.14
net3016,8.14
net3274,8.14
net3287,8.14
net3587,8.14
net3724,8.14
net4355,8.14
_00257_,8.125
_00425_,8.125
_01321_,8.12
_04980_,8.12
_08260_,8.12
_09012_,8.12
_10339_,8.12
_10353_,8.12
_11120_,8.12
_12908_,8.12
_14527_,8.12
_15041_,8.12
_15564_,8.12
_15580_,8.12
_15611_,8.12
_16029_,8.12
_17481_,8.12
_17784_,8.12
_18451_,8.12
_18974_,8.12
_19958_,8.12
core.data_out\[496\],8.12
net4200,8.12
_00138_,8.105
_00386_,8.105
_00417_,8.105
_02969_,8.105
_01467_,8.1
_01546_,8.1
_01560_,8.1
_01563_,8.1
_02220_,8.1
_02489_,8.1
_02855_,8.1
_03055_,8.1
_03516_,8.1
_04260_,8.1
_04612_,8.1
_04799_,8.1
_04900_,8.1
_05856_,8.1
_06058_,8.1
_06508_,8.1
_07142_,8.1
_07186_,8.1
_09811_,8.1
_09882_,8.1
_09928_,8.1
_10416_,8.1
_10493_,8.1
_11479_,8.1
_11569_,8.1
_11959_,8.1
_12980_,8.1
_14121_,8.1
_14150_,8.1
_14190_,8.1
_14563_,8.1
_14837_,8.1
_15264_,8.1
_15284_,8.1
_15292_,8.1
_15497_,8.1
_15501_,8.1
_15550_,8.1
_15770_,8.1
_15839_,8.1
_15910_,8.1
_15971_,8.1
_16248_,8.1
_16859_,8.1
_17516_,8.1
_17588_,8.1
_18296_,8.1
_18556_,8.1
_19048_,8.1
_19594_,8.1
_19607_,8.1
_19611_,8.1
core.data_in\[307\],8.1
core.data_out\[14\],8.1
core.data_out\[15\],8.1
core.data_out\[354\],8.1
core.data_out\[91\],8.1
net1224,8.1
net2376,8.1
net3709,8.1
_01184_,8.085
_02832_,8.08
_07269_,8.08
core.data_out\[195\],8.08
_13487_,8.07
_01087_,8.065
net903,8.065
net943,8.065
net2254,8.065
net2397,8.065
net2480,8.065
net2552,8.065
net2620,8.065
net2949,8.065
net3059,8.065
_01502_,8.06
_02511_,8.06
_02599_,8.06
_03995_,8.06
_04011_,8.06
_04327_,8.06
_04346_,8.06
_04385_,8.06
_04577_,8.06
_04683_,8.06
_04757_,8.06
_04856_,8.06
_04885_,8.06
_04896_,8.06
_05015_,8.06
_05213_,8.06
_05388_,8.06
_06375_,8.06
_06719_,8.06
_06750_,8.06
_07016_,8.06
_09308_,8.06
_10330_,8.06
_12357_,8.06
_12514_,8.06
_13645_,8.06
_14326_,8.06
_14592_,8.06
_14866_,8.06
_15847_,8.06
_16020_,8.06
_16044_,8.06
_16479_,8.06
_16567_,8.06
_16601_,8.06
_16611_,8.06
_16747_,8.06
_17216_,8.06
_17451_,8.06
_17501_,8.06
_17553_,8.06
_17640_,8.06
_17749_,8.06
_18264_,8.06
_18427_,8.06
core.data_in\[509\],8.06
core.data_in_reg\[463\],8.06
_00314_,8.04
_01621_,8.04
_02675_,8.04
_02735_,8.04
_02789_,8.04
_05880_,8.04
_11100_,8.04
_16177_,8.04
_16294_,8.04
_16691_,8.04
_18295_,8.04
net1647,8.04
net2528,8.04
net3516,8.04
net3659,8.04
net3719,8.04
net4311,8.04
_07547_,8.03
_00253_,8.025
_00444_,8.025
_00758_,8.025
_00911_,8.025
_01332_,8.025
net676,8.025
net1055,8.025
net1110,8.025
_01572_,8.02
_01585_,8.02
_01638_,8.02
_02217_,8.02
_02240_,8.02
_02651_,8.02
_03616_,8.02
_03796_,8.02
_04202_,8.02
_04271_,8.02
_04587_,8.02
_04676_,8.02
_04750_,8.02
_04971_,8.02
_05209_,8.02
_05281_,8.02
_05651_,8.02
_05688_,8.02
_05823_,8.02
_06757_,8.02
_06863_,8.02
_07252_,8.02
_09315_,8.02
_09497_,8.02
_10905_,8.02
_11605_,8.02
_11739_,8.02
_12721_,8.02
_13381_,8.02
_13673_,8.02
_14339_,8.02
_14537_,8.02
_14767_,8.02
_14807_,8.02
_16938_,8.02
_17340_,8.02
_17796_,8.02
_18835_,8.02
_19107_,8.02
core.data_in_reg\[239\],8.02
core.data_out\[85\],8.02
net2398,8.02
net2597,8.02
net2773,8.02
net3268,8.02
net3377,8.02
net3480,8.02
net3525,8.02
net3902,8.02
net3980,8.02
net4432,8.02
net4864,8.02
_05379_,8.015
_01702_,8.005
_00656_,8
_01011_,8
_01693_,8
_04551_,8
_04720_,8
_09275_,8
_09757_,8
_14272_,8
_16475_,7.995
_19206_,7.995
_00868_,7.985
_00000_,7.98
_01232_,7.98
_01318_,7.98
_01439_,7.98
_01469_,7.98
_02258_,7.98
_03034_,7.98
_03035_,7.98
_03441_,7.98
_03717_,7.98
_04142_,7.98
_04307_,7.98
_04322_,7.98
_04741_,7.98
_04791_,7.98
_04865_,7.98
_04957_,7.98
_04981_,7.98
_04999_,7.98
_05622_,7.98
_05722_,7.98
_06075_,7.98
_06129_,7.98
_06617_,7.98
_07232_,7.98
_08888_,7.98
_08896_,7.98
_09266_,7.98
_09431_,7.98
_10311_,7.98
_10468_,7.98
_10577_,7.98
_10888_,7.98
_11284_,7.98
_12856_,7.98
_14201_,7.98
_14357_,7.98
_14398_,7.98
_14523_,7.98
_14654_,7.98
_14666_,7.98
_14789_,7.98
_15045_,7.98
_15058_,7.98
_16577_,7.98
_16712_,7.98
_16857_,7.98
_17251_,7.98
_17736_,7.98
_17752_,7.98
_18287_,7.98
_19170_,7.98
_19475_,7.98
_19623_,7.98
core.data_in_reg\[131\],7.98
core.data_out\[218\],7.98
core.data_out\[224\],7.98
core.data_out\[27\],7.98
core.data_out\[459\],7.98
core.key5_reg\[11\],7.98
core.salsa20_ctrl_reg\[1\],7.98
net2438,7.98
net4278,7.98
net4591,7.98
net4772,7.98
net4878,7.98
net4882,7.98
net4883,7.98
_04631_,7.96
_05118_,7.96
_08075_,7.96
_11193_,7.96
_18586_,7.96
_00877_,7.945
_01732_,7.945
net939,7.945
net1415,7.945
net3077,7.945
_01360_,7.94
_03458_,7.94
_03687_,7.94
_03700_,7.94
_03789_,7.94
_04004_,7.94
_04005_,7.94
_04030_,7.94
_04125_,7.94
_04129_,7.94
_04139_,7.94
_04377_,7.94
_05289_,7.94
_05626_,7.94
_05976_,7.94
_06123_,7.94
_06205_,7.94
_06868_,7.94
_07342_,7.94
_10443_,7.94
_10781_,7.94
_12028_,7.94
_13225_,7.94
_13227_,7.94
_13598_,7.94
_13699_,7.94
_13751_,7.94
_13806_,7.94
_15387_,7.94
_15422_,7.94
_15886_,7.94
_16042_,7.94
_16253_,7.94
_16680_,7.94
_17370_,7.94
_17519_,7.94
_17566_,7.94
_17634_,7.94
_19062_,7.94
_19227_,7.94
_19408_,7.94
_19488_,7.94
_19912_,7.94
net2147,7.94
net2904,7.94
_00031_,7.92
_00086_,7.92
_00106_,7.92
_00426_,7.92
_00604_,7.92
_13458_,7.92
_17705_,7.92
net2300,7.92
net2328,7.92
net3471,7.92
net3523,7.92
net4677,7.92
_00559_,7.905
_00670_,7.905
net821,7.905
net2311,7.905
_05278_,7.9
_08703_,7.9
_09931_,7.9
_14509_,7.9
_14574_,7.9
_15164_,7.9
_15252_,7.9
_15568_,7.9
_15702_,7.9
_15842_,7.9
_16007_,7.9
_16355_,7.9
_16800_,7.9
_17505_,7.9
_17744_,7.9
_18934_,7.9
_18999_,7.9
core.data_out\[430\],7.9
net2896,7.9
net4244,7.9
_13712_,7.895
_00129_,7.885
_00319_,7.885
_03203_,7.885
_03308_,7.885
_01129_,7.88
_14298_,7.88
_15861_,7.88
net2746,7.88
net3757,7.88
net4259,7.88
_00545_,7.865
_00659_,7.865
_00778_,7.865
_02191_,7.865
_02974_,7.865
_03176_,7.865
_03295_,7.865
_03434_,7.865
_02681_,7.86
_05784_,7.86
_07297_,7.86
_10815_,7.86
_15324_,7.86
core.data_in\[206\],7.86
_00204_,7.855
_10726_,7.85
net4150,7.85
_00871_,7.845
_01051_,7.845
net326,7.845
net591,7.845
net712,7.845
net839,7.845
net1318,7.845
net1397,7.845
net1929,7.845
net2670,7.845
net3020,7.845
net3075,7.845
net3334,7.845
net3875,7.845
_16633_,7.84
_19362_,7.84
core.data_in\[417\],7.84
net2721,7.84
net4138,7.84
net4475,7.84
_00892_,7.825
_00951_,7.825
_02121_,7.825
_00055_,7.82
_02749_,7.82
_03346_,7.82
_08564_,7.82
_14568_,7.82
_14656_,7.82
_14730_,7.82
_15003_,7.82
_16130_,7.82
_17134_,7.82
_19044_,7.82
_19552_,7.82
core.data_in\[358\],7.82
net490,7.82
net1551,7.82
net1793,7.82
net2112,7.82
net2195,7.82
net2295,7.82
net2462,7.82
net2805,7.82
net3370,7.82
net3451,7.82
net3455,7.82
net3459,7.82
net3494,7.82
net3505,7.82
net3517,7.82
net3568,7.82
net3576,7.82
net3720,7.82
net3772,7.82
net3806,7.82
net3840,7.82
net3876,7.82
net3882,7.82
net3906,7.82
net4049,7.82
net4106,7.82
net4123,7.82
net4163,7.82
net4339,7.82
net4498,7.82
net4626,7.82
_19823_,7.815
read_data[1],7.81
read_data[26],7.81
_01017_,7.805
_05423_,7.805
net275,7.805
net658,7.805
net727,7.805
net927,7.805
net1170,7.805
net1549,7.805
net1852,7.805
net2166,7.805
net2465,7.805
net2542,7.805
net3118,7.805
net3128,7.805
_01712_,7.8
_02902_,7.8
_04418_,7.8
_06231_,7.8
_18433_,7.8
net3704,7.8
net4124,7.8
net4707,7.8
_13170_,7.795
net2568,7.785
_03356_,7.78
_04678_,7.78
_07533_,7.78
_07811_,7.78
_08108_,7.78
_09923_,7.78
_12691_,7.78
_13167_,7.78
_14824_,7.78
_15015_,7.78
_15212_,7.78
_15296_,7.78
_15587_,7.78
_15845_,7.78
_16879_,7.78
_16911_,7.78
_17575_,7.78
_19236_,7.78
core.data_in\[238\],7.78
net876,7.78
net3848,7.78
_00462_,7.765
_01803_,7.765
core.data_in\[128\],7.76
net3497,7.76
net3800,7.76
net4472,7.76
net4873,7.76
_12291_,7.745
_07071_,7.74
_11475_,7.74
_14638_,7.74
_17240_,7.74
_19108_,7.74
core.data_in\[280\],7.74
_07786_,7.73
_01983_,7.725
net480,7.725
net597,7.725
net1017,7.725
net1138,7.725
net1535,7.725
net1739,7.725
net1783,7.725
net3396,7.725
_02340_,7.705
net1270,7.705
net3120,7.705
_03709_,7.7
_04839_,7.7
_05573_,7.7
_05899_,7.7
_06921_,7.7
_07521_,7.7
_08076_,7.7
_08173_,7.7
_08266_,7.7
_10993_,7.7
_12783_,7.7
_12787_,7.7
_14637_,7.7
_17811_,7.7
net2022,7.7
net2475,7.7
net2676,7.7
net3104,7.7
net3121,7.7
net3313,7.7
net3405,7.7
net3585,7.7
net3593,7.7
net3733,7.7
net4302,7.7
net4760,7.7
_01063_,7.685
_01086_,7.685
_01996_,7.685
net803,7.685
net1276,7.685
net1938,7.685
_01403_,7.68
_01405_,7.68
_01429_,7.68
_01440_,7.68
_02307_,7.68
_02441_,7.68
_02692_,7.68
_02761_,7.68
_03063_,7.68
_03154_,7.68
_03165_,7.68
_03166_,7.68
_03330_,7.68
_03413_,7.68
_03500_,7.68
_03523_,7.68
_05124_,7.68
_05401_,7.68
_06089_,7.68
_06156_,7.68
_06888_,7.68
_10270_,7.68
_12161_,7.68
_13173_,7.68
_13221_,7.68
_13374_,7.68
_13387_,7.68
_13636_,7.68
_14225_,7.68
_14588_,7.68
_14667_,7.68
_14731_,7.68
_14969_,7.68
_15144_,7.68
_16030_,7.68
_16172_,7.68
_16443_,7.68
_16538_,7.68
_16772_,7.68
_17031_,7.68
_17193_,7.68
_17291_,7.68
_17321_,7.68
_19418_,7.68
core.data_in\[107\],7.68
core.data_in\[109\],7.68
core.data_in\[202\],7.68
core.data_in\[241\],7.68
core.data_in\[248\],7.68
core.data_in\[29\],7.68
core.data_in\[360\],7.68
core.data_in\[485\],7.68
core.data_in_reg\[250\],7.68
core.data_in_reg\[375\],7.68
core.data_in_reg\[416\],7.68
core.data_out\[118\],7.68
core.data_out\[283\],7.68
core.data_out\[390\],7.68
core.data_out\[421\],7.68
core.data_out\[441\],7.68
core.data_out\[470\],7.68
core.data_out\[82\],7.68
net1394,7.68
net1869,7.68
net3129,7.68
net3452,7.68
net3698,7.68
net3887,7.68
net4039,7.68
net4581,7.68
net4799,7.68
_10328_,7.67
_00336_,7.665
_00364_,7.665
_02321_,7.665
_05393_,7.66
_11186_,7.66
_15286_,7.66
_15613_,7.66
_16098_,7.66
_16379_,7.66
_17380_,7.66
_17816_,7.66
_19196_,7.66
core.data_out\[192\],7.66
_07595_,7.65
_01050_,7.645
_01200_,7.645
_02909_,7.645
_00071_,7.64
